iso3,country,who_region,who_region_code,scenario,total_sugar_change_by_2030,forecast_year,forecast_obesity_pct,input_year,predicted_obesity_change_3yr,predicted_annualized_change,sugar_supply_kg_per_capita_assumption,sugar_supply_kcal_per_capita_day_assumption,model_name,model_type
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2028,15.621849969812276,2027,2.5214078895449474,0.8404692965149825,12.97,112.72,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2029,16.583899350685236,2028,2.8861481426188766,0.9620493808729589,12.97,112.72,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2030,17.685492106882165,2029,3.3047782685907907,1.1015927561969303,12.97,112.72,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,13.155285714285714,114.33028571428571,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2025,13.395287478033831,2024,1.7385532019837637,0.579517733994588,13.340571428571428,115.94057142857142,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2026,14.04486883510371,2025,1.9487440712096384,0.6495813570698795,13.525857142857145,117.55085714285715,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2027,14.781284488353966,2026,2.209246959750772,0.7364156532502574,13.711142857142859,119.16114285714286,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2028,15.621876537296167,2027,2.521776146826599,0.8405920489421996,13.896428571428572,120.77142857142857,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2029,16.58424564966874,2028,2.887107337117726,0.9623691123725754,14.081714285714286,122.38171428571428,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2030,17.686437751235438,2029,3.306576304700086,1.1021921015666953,14.267000000000001,123.992,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,13.007057142857144,113.04205714285715,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2025,13.395322122570096,2024,1.7386571355925606,0.5795523785308535,13.044114285714286,113.3641142857143,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2026,14.044947031455202,2025,1.9488747266553137,0.6496249088851046,13.08117142857143,113.68617142857144,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2027,14.781361436308632,2026,2.2092432145602947,0.7364144048534316,13.11822857142857,114.00822857142856,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2028,15.62185528330906,2027,2.5214815410012847,0.8404938470004283,13.155285714285714,114.33028571428571,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2029,16.583968610481943,2028,2.8863399815186517,0.9621133271728839,13.192342857142858,114.65234285714286,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2030,17.685681235752824,2029,3.3051378758126466,1.1017126252708822,13.2294,114.9744,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,13.062642857142858,113.52514285714285,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2025,13.395309130868997,2024,1.7386181604892619,0.5795393868297539,13.155285714285714,114.33028571428571,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2026,14.04491770782339,2025,1.9488257308631847,0.6496085769543949,13.247928571428572,115.13542857142856,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2027,14.78133258082563,2026,2.2092446190067183,0.7364148730022394,13.340571428571428,115.94057142857142,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2028,15.62186325355422,2027,2.521592018185773,0.8405306727285909,13.433214285714287,116.7457142857143,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2029,16.584072500176987,2028,2.886627739868297,0.9622092466227657,13.525857142857145,117.55085714285715,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2030,17.685964929058798,2029,3.3056772866454347,1.1018924288818115,13.618500000000001,118.35600000000001,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,12.784714285714287,111.10971428571429,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2025,13.395374089374494,2024,1.738813036005756,0.5796043453352521,12.599428571428572,109.49942857142857,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2026,14.045064325982436,2025,1.949070709823823,0.649690236607941,12.414142857142858,107.88914285714286,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2027,14.781476858240625,2026,2.2092375967745657,0.7364125322581886,12.228857142857143,106.27885714285713,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2028,15.621823402328392,2027,2.521039632263302,0.8403465440877674,12.043571428571429,104.66857142857143,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2029,16.583553051701738,2028,2.8851889481200406,0.9617296493733468,11.858285714285714,103.05828571428572,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2030,17.6845464625289,2029,3.3029802324814894,1.100993410827163,11.673,101.44800000000001,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,12.932942857142857,112.39794285714285,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2025,13.395339444838228,2024,1.738709102396959,0.5795697007989863,12.895885714285715,112.07588571428572,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2026,14.044986129630944,2025,1.9489400543781472,0.6496466847927157,12.858828571428573,111.75382857142857,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2027,14.781399910285959,2026,2.2092413419650434,0.7364137806550145,12.821771428571429,111.43177142857142,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2028,15.6218446563155,2027,2.5213342380886177,0.8404447460295392,12.784714285714287,111.10971428571429,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2029,16.583830090888537,2028,2.885956303719116,0.9619854345730386,12.747657142857143,110.78765714285714,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2030,17.685302978011514,2029,3.304418661368929,1.1014728871229764,12.710600000000001,110.4656,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2024,12.815769744039242,2023,1.5806782321177284,0.5268927440392428,12.877357142857143,111.91485714285714,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2025,13.395352436539328,2024,1.738748077500258,0.579582692500086,12.784714285714287,111.10971428571429,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2026,14.045015453262753,2025,1.9489890501702767,0.6496630167234255,12.69207142857143,110.30457142857142,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2027,14.781428765768958,2026,2.2092399375186114,0.7364133125062038,12.599428571428572,109.49942857142857,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2028,15.621836686070331,2027,2.521223760904121,0.8404079203013737,12.506785714285716,108.69428571428571,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2029,16.583726201193482,2028,2.8856685453694553,0.9618895151231518,12.414142857142858,107.88914285714286,linear_regression,sugar_sensitivity_model
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2030,17.685019284705525,2029,3.303879250536128,1.1012930835120427,12.3215,107.08399999999999,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2025,16.5564827841752,2024,1.491394808019044,0.49713160267301465,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2026,17.112061784461325,2025,1.6667370008583782,0.5555790002861261,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2027,17.740751723403786,2026,1.8860698168273795,0.6286899389424598,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2028,18.45775846392964,2027,2.151020221577561,0.7170067405258537,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2029,19.278545120216894,2028,2.4623599688617652,0.8207866562872551,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2030,20.219000727851697,2029,2.82136682290441,0.9404556076348034,16.06,155.92,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,16.28942857142857,158.14742857142855,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2025,16.556429192530384,2024,1.4912340330845995,0.4970780110281998,16.51885714285714,160.3748571428571,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2026,17.11194089739106,2025,1.6665351145820322,0.5555117048606774,16.748285714285714,162.6022857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2027,17.74063304105617,2026,1.8860764309953262,0.6286921436651087,16.977714285714285,164.8297142857143,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2028,18.457792307313937,2027,2.1514777987733025,0.7171592662577675,17.207142857142856,167.05714285714285,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2029,19.278975773868197,2028,2.4635503996627794,0.8211834665542598,17.436571428571426,169.2845714285714,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2030,20.22017494183759,2029,2.8235975039081826,0.9411991679693942,17.666,171.512,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,16.105885714285712,156.3654857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2025,16.556472065846236,2024,1.491362653032155,0.4971208843440517,16.15177142857143,156.81097142857143,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2026,17.112037607047274,2025,1.6666966236031127,0.5555655412010375,16.197657142857143,157.25645714285716,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2027,17.740727986934264,2026,1.8860711396609715,0.6286903798869905,16.243542857142856,157.70194285714283,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2028,18.457765232606498,2027,2.151111737016704,0.7170372456722346,16.28942857142857,158.14742857142855,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2029,19.27863125094715,2028,2.4625980550219575,0.8208660183406525,16.335314285714283,158.59291428571427,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2030,20.219235570648866,2029,2.8218129591051535,0.9406043197017179,16.3812,159.0384,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,16.174714285714284,157.03371428571427,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2025,16.55645598835279,2024,1.4913144205518218,0.49710480685060726,16.28942857142857,158.14742857142855,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2026,17.11200134092619,2025,1.666636057720205,0.5555453525734017,16.404142857142855,159.26114285714283,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2027,17.740692382229973,2026,1.8860731239113442,0.6286910413037814,16.51885714285714,160.3748571428571,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2028,18.45777538562178,2027,2.151249010175416,0.7170830033918053,16.63357142857143,161.48857142857142,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2029,19.278760447042533,2028,2.4629551842622606,0.8209850614207536,16.748285714285714,162.6022857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2030,20.219587834844628,2029,2.8224821634062853,0.9408273878020951,16.863,163.71599999999998,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,15.830571428571428,153.69257142857143,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2025,16.556536375820013,2024,1.4915555829534883,0.4971851943178294,15.601142857142856,151.46514285714284,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2026,17.11218267153159,2025,1.6669388871347244,0.5556462957115748,15.371714285714285,149.23771428571428,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2027,17.740870405751398,2026,1.8860632026594324,0.6286877342198108,15.142285714285713,147.0102857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2028,18.45772462054533,2027,2.1505626443818016,0.7168542147939339,14.912857142857142,144.78285714285713,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2029,19.278114466565572,2028,2.4611695380607186,0.8203898460202396,14.68342857142857,142.55542857142856,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2030,20.217826513865777,2029,2.819136141900613,0.9397120473002043,14.453999999999999,140.328,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,16.014114285714285,155.47451428571426,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2025,16.55649350250416,2024,1.491426963005933,0.49714232100197764,15.96822857142857,155.02902857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2026,17.112085961875376,2025,1.6667773781136441,0.5555924593712147,15.922342857142857,154.58354285714285,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2027,17.740775459873305,2026,1.886068493993787,0.6286894979979291,15.876457142857141,154.13805714285712,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2028,18.45775169525277,2027,2.1509287061383997,0.7169762353794665,15.830571428571428,153.69257142857143,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2029,19.27845898948662,2028,2.462121882701541,0.820707294233847,15.784685714285713,153.2470857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2030,20.2187658850545,2029,2.8209206867036416,0.9403068955678805,15.738799999999998,152.80159999999998,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2024,16.059351181502183,2023,1.3617845445065502,0.4539281815021834,15.945285714285713,154.8062857142857,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2025,16.556509579997606,2024,1.4914751954862662,0.49715839849542204,15.830571428571428,153.69257142857143,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2026,17.112122227996455,2025,1.6668379439965513,0.5556126479988505,15.715857142857141,152.57885714285712,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2027,17.74081106457759,2026,1.886066509743397,0.6286888365811324,15.601142857142856,151.46514285714284,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2028,18.45774154223748,2027,2.1507914329796742,0.7169304776598914,15.48642857142857,150.35142857142856,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2029,19.278329793391222,2028,2.4617647534612277,0.8205882511537426,15.371714285714285,149.23771428571428,linear_regression,sugar_sensitivity_model
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2030,20.218413620858723,2029,2.820251482402499,0.9400838274674997,15.256999999999998,148.124,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2025,7.04164686269078,2024,0.998204344432587,0.332734781477529,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2026,7.44273509138009,2025,1.20326468606793,0.40108822868931,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2027,7.930314402750664,2026,1.4627379341117206,0.48757931137057353,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2028,8.52317695071143,2027,1.7785876438822994,0.5928625479607664,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2029,9.240484329905753,2028,2.1519221375829645,0.7173073791943215,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2030,10.101956032154305,2029,2.5844151067456593,0.8614717022485531,3.18,31.59,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.2254285714285715,32.04128571428571,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2025,7.041636252515257,2024,0.9981725139060184,0.3327241713020061,3.270857142857143,32.492571428571424,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2026,7.442711161214176,2025,1.2032247260967568,0.40107490869891893,3.3162857142857147,32.94385714285715,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2027,7.93029092108213,2026,1.46273927960386,0.4875797598679534,3.361714285714286,33.39514285714286,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2028,8.523183693450385,2027,1.7786783171047644,0.5928927723682548,3.407142857142857,33.84642857142857,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2029,9.240569683734574,2028,2.1521579708525644,0.7173859902841881,3.4525714285714284,34.297714285714285,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2030,10.102188678994754,2029,2.5848569857805415,0.8616189952601805,3.4980000000000007,34.749,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.1890857142857145,31.680257142857144,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2025,7.041644740655675,2024,0.9981979783272732,0.3327326594424244,3.198171428571429,31.770514285714288,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2026,7.442730305346906,2025,1.2032566940736935,0.4010855646912312,3.2072571428571433,31.860771428571432,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2027,7.9303097064169545,2026,1.4627382032101444,0.4875794010700481,3.216342857142857,31.95102857142857,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2028,8.523178299259216,2027,1.7786057785267864,0.5928685928422621,3.2254285714285715,32.04128571428571,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2029,9.240501400671507,2028,2.1519693042368737,0.7173231014122913,3.234514285714286,32.131542857142854,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2030,10.102002561522378,2029,2.584503482552615,0.8615011608508717,3.2436000000000003,32.2218,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.202714285714286,31.815642857142855,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2025,7.041641557603018,2024,0.9981884291693026,0.3327294763897675,3.2254285714285715,32.04128571428571,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2026,7.442723126297132,2025,1.2032447060823412,0.40108156869411377,3.248142857142857,32.26692857142857,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2027,7.930302661916394,2026,1.4627386068577863,0.4875795356192621,3.270857142857143,32.492571428571424,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2028,8.523180322080902,2027,1.7786329804935246,0.5928776601645082,3.293571428571429,32.71821428571429,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2029,9.240527006820155,2028,2.1520400542177565,0.7173466847392521,3.3162857142857147,32.94385714285715,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2030,10.102072355574519,2029,2.5846360462630913,0.8615453487543637,3.3390000000000004,33.1695,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.134571428571429,31.138714285714286,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2025,7.041657472866303,2024,0.9982361749591556,0.3327453916530519,3.0891428571428574,30.687428571428573,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2026,7.442759021546005,2025,1.203304646039103,0.401101548679701,3.043714285714286,30.23614285714286,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2027,7.9303378844192,2026,1.4627365886195856,0.4875788628731952,2.998285714285714,29.784857142857142,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2028,8.523170207972479,2027,1.778496970659838,0.5928323235532793,2.9528571428571433,29.333571428571428,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2029,9.240398976076934,2028,2.151686304313363,0.7172287681044544,2.9074285714285715,28.882285714285715,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2030,10.101723385313859,2029,2.583973227710777,0.8613244092369258,2.862,28.431,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2024,6.708912081213251,2023,0.849161343639754,0.28305378121325137,3.170914285714286,31.499742857142856,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2025,7.041648984725884,2024,0.9982107105379008,0.3327369035126336,3.161828571428572,31.409485714285715,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2026,7.442739877413271,2025,1.203272678062162,0.40109089268738735,3.1527428571428575,31.31922857142857,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2027,7.930319099084367,2026,1.4627376650132888,0.4875792216710963,3.143657142857143,31.228971428571427,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2028,8.523175602163633,2027,1.7785695092377973,0.5928565030792657,3.134571428571429,31.138714285714286,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2029,9.240467259139976,2028,2.15187497092903,0.7172916569763433,3.1254857142857144,31.048457142857142,linear_regression,sugar_sensitivity_model
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2030,10.101909502786196,2029,2.5843267309386606,0.8614422436462202,3.1164,30.958199999999998,linear_regression,sugar_sensitivity_model
