iso3,country,who_region,who_region_code,scenario,total_sugar_change_by_2030,forecast_year,forecast_obesity_pct,input_year,sugar_supply_kg_per_capita_assumption,sugar_supply_kcal_per_capita_day_assumption
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2024,12.797066190216166,2023,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2025,13.328947661823596,2024,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2026,13.887726189025198,2025,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2027,14.475753840794752,2026,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2028,15.094904581120218,2027,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2029,15.746816822952603,2028,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Constant sugar,0.0,2030,16.433021097003945,2029,12.97,112.72
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2024,12.797066190216166,2023,13.155285714285714,114.33028571428571
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2025,13.32893045490228,2024,13.340571428571428,115.94057142857142
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2026,13.887667889328746,2025,13.525857142857145,117.55085714285715
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2027,14.475635100607013,2026,13.711142857142859,119.16114285714286
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2028,15.0947118323375,2027,13.896428571428572,120.77142857142857
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2029,15.74654139297007,2028,14.081714285714286,122.38171428571428
CIV,Côte d'Ivoire,Africa,AFR,Sugar +10% by 2030,0.1,2030,16.432658318869915,2029,14.267000000000001,123.992
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2024,12.797066190216166,2023,13.007057142857144,113.04205714285715
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2025,13.328944220439334,2024,13.044114285714286,113.3641142857143
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2026,13.887714529085912,2025,13.08117142857143,113.68617142857144
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2027,14.47573009275721,2026,13.11822857142857,114.00822857142856
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2028,15.094866031363683,2027,13.155285714285714,114.33028571428571
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2029,15.746761736956106,2028,13.192342857142858,114.65234285714286
CIV,Côte d'Ivoire,Africa,AFR,Sugar +2% by 2030,0.02,2030,16.43294854137715,2029,13.2294,114.9744
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2024,12.797066190216166,2023,13.062642857142858,113.52514285714285
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2025,13.328939058362938,2024,13.155285714285714,114.33028571428571
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2026,13.887697039176972,2025,13.247928571428572,115.13542857142856
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2027,14.475694470700882,2026,13.340571428571428,115.94057142857142
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2028,15.094808206728857,2027,13.433214285714287,116.7457142857143
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2029,15.74667910796133,2028,13.525857142857145,117.55085714285715
CIV,Côte d'Ivoire,Africa,AFR,Sugar +5% by 2030,0.05,2030,16.43283970793692,2029,13.618500000000001,118.35600000000001
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2024,12.797066190216166,2023,12.784714285714287,111.10971428571429
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2025,13.328964868744917,2024,12.599428571428572,109.49942857142857
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2026,13.887784488721659,2025,12.414142857142858,107.88914285714286
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2027,14.475872580982504,2026,12.228857142857143,106.27885714285713
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2028,15.095097329902949,2027,12.043571428571429,104.66857142857143
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2029,15.747092252935147,2028,11.858285714285714,103.05828571428572
CIV,Côte d'Ivoire,Africa,AFR,Sugar -10% by 2030,-0.1,2030,16.433383875137977,2029,11.673,101.44800000000001
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2024,12.797066190216166,2023,12.932942857142857,112.39794285714285
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2025,13.32895110320786,2024,12.895885714285715,112.07588571428572
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2026,13.887737848964488,2025,12.858828571428573,111.75382857142857
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2027,14.475777588832294,2026,12.821771428571429,111.43177142857142
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2028,15.094943130876745,2027,12.784714285714287,111.10971428571429
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2029,15.746871908949077,2028,12.747657142857143,110.78765714285714
CIV,Côte d'Ivoire,Africa,AFR,Sugar -2% by 2030,-0.02,2030,16.433093652630696,2029,12.710600000000001,110.4656
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2024,12.797066190216166,2023,12.877357142857143,111.91485714285714
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2025,13.328956265284257,2024,12.784714285714287,111.10971428571429
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2026,13.887755338873427,2025,12.69207142857143,110.30457142857142
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2027,14.475813210888624,2026,12.599428571428572,109.49942857142857
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2028,15.095000955511575,2027,12.506785714285716,108.69428571428571
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2029,15.746954537943857,2028,12.414142857142858,107.88914285714286
CIV,Côte d'Ivoire,Africa,AFR,Sugar -5% by 2030,-0.05,2030,16.433202486070932,2029,12.3215,107.08399999999999
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2024,16.044255693245603,2023,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2025,16.50269495641375,2024,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2026,16.98476566036003,2025,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2027,17.49318500917189,2026,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2028,18.029986447993778,2027,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2029,18.59688295264006,2028,16.06,155.92
CMR,Cameroon,Africa,AFR,Constant sugar,0.0,2030,19.195447945679515,2029,16.06,155.92
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2024,16.044255693245603,2023,16.28942857142857,158.14742857142855
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2025,16.50267340169175,2024,16.51885714285714,160.3748571428571
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2026,16.98469228020864,2025,16.748285714285714,162.6022857142857
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2027,17.493034590474494,2026,16.977714285714285,164.8297142857143
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2028,18.02974031233291,2027,17.207142857142856,167.05714285714285
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2029,18.59652783172018,2028,17.436571428571426,169.2845714285714
CMR,Cameroon,Africa,AFR,Sugar +10% by 2030,0.1,2030,19.194974864301432,2029,17.666,171.512
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2024,16.044255693245603,2023,16.105885714285712,156.3654857142857
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2025,16.50269064546935,2024,16.15177142857143,156.81097142857143
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2026,16.984750984329747,2025,16.197657142857143,157.25645714285716
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2027,17.4931549254324,2026,16.243542857142856,157.70194285714283
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2028,18.02993722086159,2027,16.28942857142857,158.14742857142855
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2029,18.596811928456066,2028,16.335314285714283,158.59291428571427
CMR,Cameroon,Africa,AFR,Sugar +2% by 2030,0.02,2030,19.19535332940388,2029,16.3812,159.0384
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2024,16.044255693245603,2023,16.174714285714284,157.03371428571427
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2025,16.50268417905275,2024,16.28942857142857,158.14742857142855
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2026,16.98472897028433,2025,16.404142857142855,159.26114285714283
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2027,17.49310979982318,2026,16.51885714285714,160.3748571428571
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2028,18.029863380163327,2027,16.63357142857143,161.48857142857142
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2029,18.596705392180098,2028,16.748285714285714,162.6022857142857
CMR,Cameroon,Africa,AFR,Sugar +5% by 2030,0.05,2030,19.195211404990445,2029,16.863,163.71599999999998
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2024,16.044255693245603,2023,15.830571428571428,153.69257142857143
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2025,16.502716511135752,2024,15.601142857142856,151.46514285714284
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2026,16.98483904051142,2025,15.371714285714285,149.23771428571428
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2027,17.493335427869294,2026,15.142285714285713,147.0102857142857
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2028,18.03023258365467,2027,14.912857142857142,144.78285714285713
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2029,18.597238073559964,2028,14.68342857142857,142.55542857142856
CMR,Cameroon,Africa,AFR,Sugar -10% by 2030,-0.1,2030,19.19592102705763,2029,14.453999999999999,140.328
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2024,16.044255693245603,2023,16.014114285714285,155.47451428571426
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2025,16.502699267358153,2024,15.96822857142857,155.02902857142857
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2026,16.984780336390312,2025,15.922342857142857,154.58354285714285
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2027,17.493215092911377,2026,15.876457142857141,154.13805714285712
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2028,18.03003567512597,2027,15.830571428571428,153.69257142857143
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2029,18.596953976824057,2028,15.784685714285713,153.2470857142857
CMR,Cameroon,Africa,AFR,Sugar -2% by 2030,-0.02,2030,19.19554256195516,2029,15.738799999999998,152.80159999999998
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2024,16.044255693245603,2023,15.945285714285713,154.8062857142857
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2025,16.502705733774754,2024,15.830571428571428,153.69257142857143
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2026,16.984802350435732,2025,15.715857142857141,152.57885714285712
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2027,17.493260218520607,2026,15.601142857142856,151.46514285714284
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2028,18.03010951582425,2027,15.48642857142857,150.35142857142856
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2029,18.59706051310005,2028,15.371714285714285,149.23771428571428
CMR,Cameroon,Africa,AFR,Sugar -5% by 2030,-0.05,2030,19.195684486368624,2029,15.256999999999998,148.124
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2024,6.692673629551296,2023,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2025,6.98287120414,2024,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2026,7.300647611231533,2025,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2027,7.648912833536066,2026,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2028,8.029876575848014,2027,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2029,8.445411044862114,2028,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Constant sugar,0.0,2030,8.897237697908427,2029,3.18,31.59
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2024,6.692673629551296,2023,3.2254285714285715,32.04128571428571
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2025,6.982866925253232,2024,3.270857142857143,32.492571428571424
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2026,7.300633029192344,2025,3.3162857142857147,32.94385714285715
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2027,7.6488829008904045,2026,3.361714285714286,33.39514285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2028,8.029827511795123,2027,3.407142857142857,33.84642857142857
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2029,8.4453401112719,2028,3.4525714285714284,34.297714285714285
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +10% by 2030,0.1,2030,8.897142977476413,2029,3.4980000000000007,34.749
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2024,6.692673629551296,2023,3.1890857142857145,31.680257142857144
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2025,6.9828703483626455,2024,3.198171428571429,31.770514285714288
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2026,7.300644694823692,2025,3.2072571428571433,31.860771428571432
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2027,7.648906847006927,2026,3.216342857142857,31.95102857142857
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2028,8.029866763037425,2027,3.2254285714285715,32.04128571428571
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2029,8.445396858144054,2028,3.234514285714286,32.131542857142854
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +2% by 2030,0.02,2030,8.897218753822,2029,3.2436000000000003,32.2218
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2024,6.692673629551296,2023,3.202714285714286,31.815642857142855
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2025,6.982869064696615,2024,3.2254285714285715,32.04128571428571
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2026,7.3006403202119365,2025,3.248142857142857,32.26692857142857
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2027,7.648897867213233,2026,3.270857142857143,32.492571428571424
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2028,8.029852043821565,2027,3.293571428571429,32.71821428571429
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2029,8.445375578067,2028,3.3162857142857147,32.94385714285715
COD,Democratic Republic of the Congo,Africa,AFR,Sugar +5% by 2030,0.05,2030,8.897190337692411,2029,3.3390000000000004,33.1695
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2024,6.692673629551296,2023,3.134571428571429,31.138714285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2025,6.982875483026769,2024,3.0891428571428574,30.687428571428573
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2026,7.300662193270721,2025,3.043714285714286,30.23614285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2027,7.6489427661817295,2026,2.998285714285714,29.784857142857142
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2028,8.029925639900911,2027,2.9528571428571433,29.333571428571428
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2029,8.445481978452339,2028,2.9074285714285715,28.882285714285715
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2030,8.897332418340461,2029,2.862,28.431
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2024,6.692673629551296,2023,3.170914285714286,31.499742857142856
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2025,6.982872059917353,2024,3.161828571428572,31.409485714285715
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2026,7.300650527639368,2025,3.1527428571428575,31.31922857142857
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2027,7.648918820065193,2026,3.143657142857143,31.228971428571427
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2028,8.029886388658582,2027,3.134571428571429,31.138714285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2029,8.44542523158014,2028,3.1254857142857144,31.048457142857142
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2030,8.897256641994808,2029,3.1164,30.958199999999998
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2024,6.692673629551296,2023,3.1572857142857145,31.364357142857145
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2025,6.982873343583385,2024,3.134571428571429,31.138714285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2026,7.3006549022511305,2025,3.111857142857143,30.913071428571428
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2027,7.648927799858907,2026,3.0891428571428574,30.687428571428573
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2028,8.02990110787448,2027,3.0664285714285717,30.461785714285714
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2029,8.445446511657256,2028,3.043714285714286,30.23614285714286
COD,Democratic Republic of the Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2030,8.89728505812449,2029,3.021,30.010499999999997
COG,Congo,Africa,AFR,Constant sugar,0.0,2024,12.19983111717127,2023,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2025,12.643531513408885,2024,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2026,13.114233093833674,2025,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2027,13.614053656442149,2026,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2028,14.144768701616178,2027,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2029,14.707998333653297,2028,15.21,145.73
COG,Congo,Africa,AFR,Constant sugar,0.0,2030,15.305295336130179,2029,15.21,145.73
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2024,12.19983111717127,2023,15.427285714285714,147.81185714285712
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2025,12.643511128949099,2024,15.644571428571428,149.89371428571425
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2026,13.114163738630033,2025,15.861857142857145,151.97557142857144
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2027,13.613911600711276,2026,16.07914285714286,154.05742857142857
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2028,14.144536478134745,2027,16.29642857142857,156.1392857142857
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2029,14.707663676237102,2028,16.513714285714286,158.22114285714284
COG,Congo,Africa,AFR,Sugar +10% by 2030,0.1,2030,15.304850123528519,2029,16.731,160.303
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2024,12.19983111717127,2023,15.253457142857144,146.14637142857143
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2025,12.643527436516928,2024,15.296914285714287,146.56274285714287
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2026,13.114219222792947,2025,15.340371428571432,146.9791142857143
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2027,13.614025245295977,2026,15.383828571428571,147.39548571428568
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2028,14.144722256919897,2027,15.427285714285714,147.81185714285712
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2029,14.707931402170068,2028,15.470742857142858,148.22822857142856
COG,Congo,Africa,AFR,Sugar +2% by 2030,0.02,2030,15.305206293609864,2029,15.5142,148.6446
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2024,12.19983111717127,2023,15.318642857142857,146.77092857142856
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2025,12.643521321178993,2024,15.427285714285714,147.81185714285712
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2026,13.114198416231854,2025,15.53592857142857,148.8527857142857
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2027,13.613982628576712,2026,15.644571428571428,149.89371428571425
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2028,14.14465258987546,2027,15.753214285714288,150.93464285714285
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2029,14.707831004945195,2028,15.861857142857145,151.97557142857144
COG,Congo,Africa,AFR,Sugar +5% by 2030,0.05,2030,15.305072729829341,2029,15.970500000000001,153.0165
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2024,12.19983111717127,2023,14.992714285714287,143.64814285714286
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2025,12.643551897868674,2024,14.775428571428572,141.5662857142857
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2026,13.114302449037321,2025,14.558142857142858,139.48442857142857
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2027,13.614195712173032,2026,14.340857142857143,137.4025714285714
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2028,14.145000925097627,2027,14.123571428571429,135.32071428571427
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2029,14.708332991069511,2028,13.906285714285715,133.23885714285714
COG,Congo,Africa,AFR,Sugar -10% by 2030,-0.1,2030,15.305740548731862,2029,13.689000000000002,131.15699999999998
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2024,12.19983111717127,2023,15.166542857142858,145.31362857142855
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2025,12.643535590300843,2024,15.123085714285716,144.89725714285714
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2026,13.114246964874404,2025,15.079628571428572,144.4808857142857
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2027,13.614082067588328,2026,15.036171428571429,144.06451428571427
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2028,14.144815146312471,2027,14.992714285714287,143.64814285714286
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2029,14.708065265136543,2028,14.949257142857144,143.23177142857142
COG,Congo,Africa,AFR,Sugar -2% by 2030,-0.02,2030,15.305384378650515,2029,14.905800000000001,142.81539999999998
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2024,12.19983111717127,2023,15.101357142857145,144.68907142857142
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2025,12.643541705638782,2024,14.992714285714287,143.64814285714286
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2026,13.114267771435504,2025,14.88407142857143,142.60721428571426
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2027,13.614124684307601,2026,14.775428571428572,141.5662857142857
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2028,14.144884813356917,2027,14.666785714285716,140.52535714285713
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2029,14.708165662361424,2028,14.558142857142858,139.48442857142857
COG,Congo,Africa,AFR,Sugar -5% by 2030,-0.05,2030,15.305517942431042,2029,14.4495,138.44349999999997
COL,Colombia,Americas,AMR,Constant sugar,0.0,2024,24.893540003377293,2023,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2025,25.471864633345206,2024,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2026,26.063523638748613,2025,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2027,26.6700068717528,2026,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2028,27.29271350126932,2027,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2029,27.93299793556938,2028,51.87,519.71
COL,Colombia,Americas,AMR,Constant sugar,0.0,2030,28.592195045020127,2029,51.87,519.71
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2024,24.893540003377293,2023,52.611,527.1344285714285
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2025,25.47179477164965,2024,53.35199999999999,534.5588571428572
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2026,26.06328546324394,2025,54.093,541.9832857142858
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2027,26.66951771098711,2026,54.833999999999996,549.4077142857143
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2028,27.291911175834603,2027,55.574999999999996,556.8321428571429
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2029,27.931837096554297,2028,56.315999999999995,564.2565714285714
COL,Colombia,Americas,AMR,Sugar +10% by 2030,0.1,2030,28.590643551304794,2029,57.057,571.681
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2024,24.893540003377293,2023,52.0182,521.1948857142858
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2025,25.471850661006094,2024,52.1664,522.6797714285715
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2026,26.06347600364768,2025,52.314600000000006,524.1646571428572
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2027,26.669909039599666,2026,52.462799999999994,525.6495428571428
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2028,27.292553036182383,2027,52.611,527.1344285714285
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2029,27.932765767766373,2028,52.7592,528.6193142857143
COL,Colombia,Americas,AMR,Sugar +2% by 2030,0.02,2030,28.591884746277074,2029,52.907399999999996,530.1042
COL,Colombia,Americas,AMR,Sugar +5% by 2030,0.05,2024,24.893540003377293,2023,52.2405,523.4222142857143
COL,Colombia,Americas,AMR,Sugar +5% by 2030,0.05,2025,25.471829702497427,2024,52.611,527.1344285714285
