iso3,country,who_region,who_region_code,scenario,total_sugar_change_by_2030,forecast_year,forecast_obesity_pct,input_year,sugar_supply_kg_per_capita_assumption,sugar_supply_kcal_per_capita_day_assumption
USA,United States of America,Americas,AMR,Sugar -10% by 2030,-0.1,2026,41.4974702818286,2025,60.252142857142864,544.911
USA,United States of America,Americas,AMR,Sugar -10% by 2030,-0.1,2027,41.770144970332765,2026,59.35285714285715,536.7779999999999
USA,United States of America,Americas,AMR,Sugar -10% by 2030,-0.1,2028,42.046986585935926,2027,58.453571428571436,528.645
USA,United States of America,Americas,AMR,Sugar -10% by 2030,-0.1,2029,42.32923427712561,2028,57.55428571428571,520.512
USA,United States of America,Americas,AMR,Sugar -10% by 2030,-0.1,2030,42.61823151475903,2029,56.655,512.379
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2024,40.96092433197277,2023,62.77014285714286,567.6833999999999
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2025,41.22787013625187,2024,62.59028571428572,566.0568
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2026,41.49724261998192,2025,62.410428571428575,564.4301999999999
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2027,41.76968023845927,2026,62.23057142857143,562.8036
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2028,42.04623005929968,2027,62.05071428571429,561.177
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2029,42.328149530452464,2028,61.87085714285715,559.5504
USA,United States of America,Americas,AMR,Sugar -2% by 2030,-0.02,2030,42.61679695062614,2029,61.691,557.9237999999999
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2024,40.96092433197277,2023,62.50035714285715,565.2434999999999
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2025,41.227895291741206,2024,62.05071428571429,561.177
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2026,41.49732799317442,2025,61.60107142857143,557.1104999999999
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2027,41.769854512911834,2026,61.151428571428575,553.044
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2028,42.046513756788286,2027,60.70178571428572,548.9775
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2029,42.32855631045493,2028,60.252142857142864,544.911
USA,United States of America,Americas,AMR,Sugar -5% by 2030,-0.05,2030,42.617334912176034,2029,59.8025,540.8444999999999
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2024,31.228824828143114,2023,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2025,32.120288714888964,2024,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2026,33.01956380214409,2025,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2027,33.92776164820759,2026,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2028,34.845979174354426,2027,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2029,35.77530330924199,2028,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Constant sugar,0.0,2030,36.71681674150365,2029,19.72,190.28
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2024,31.228824828143114,2023,20.001714285714282,192.99828571428571
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2025,32.12026226577714,2024,20.28342857142857,195.7165714285714
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2026,33.01947378449836,2025,20.565142857142856,198.43485714285717
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2027,33.92757719312488,2026,20.846857142857143,201.15314285714285
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2028,34.845677481502634,2027,21.128571428571426,203.87142857142857
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2029,35.77486826813837,2028,21.41028571428571,206.58971428571428
UZB,Uzbekistan,Europe,EUR,Sugar +10% by 2030,0.1,2030,36.71623756101408,2029,21.692,209.30800000000002
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2024,31.228824828143114,2023,19.776342857142858,190.82365714285714
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2025,32.1202834250666,2024,19.832685714285713,191.3673142857143
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2026,33.019545798614956,2025,19.88902857142857,191.91097142857146
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2027,33.92772475719107,2026,19.945371428571427,192.45462857142854
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2028,34.8459188357841,2027,20.001714285714282,192.99828571428571
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2029,35.7752163010213,2028,20.05805714285714,193.54194285714286
UZB,Uzbekistan,Europe,EUR,Sugar +2% by 2030,0.02,2030,36.71670090540577,2029,20.1144,194.0856
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2024,31.228824828143114,2023,19.860857142857142,191.63914285714284
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2025,32.12027549033306,2024,20.001714285714282,192.99828571428571
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2026,33.01951879332124,2025,20.142571428571426,194.35742857142856
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2027,33.92766942066627,2026,20.28342857142857,195.7165714285714
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2028,34.84582832792859,2027,20.424285714285716,197.0757142857143
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2029,35.77508578869027,2028,20.565142857142856,198.43485714285717
UZB,Uzbekistan,Europe,EUR,Sugar +5% by 2030,0.05,2030,36.716527151258994,2029,20.706,199.794
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2024,31.228824828143114,2023,19.438285714285715,187.5617142857143
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2025,32.120315164000786,2024,19.15657142857143,184.84342857142857
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2026,33.01965381978982,2025,18.87485714285714,182.12514285714286
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2027,33.927946103290296,2026,18.593142857142855,179.40685714285715
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2028,34.84628086720619,2027,18.31142857142857,176.68857142857144
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2029,35.77573835034555,2028,18.029714285714284,173.97028571428572
UZB,Uzbekistan,Europe,EUR,Sugar -10% by 2030,-0.1,2030,36.71739592199309,2029,17.748,171.252
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2024,31.228824828143114,2023,19.66365714285714,189.73634285714286
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2025,32.120294004711326,2024,19.607314285714285,189.19268571428572
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2026,33.01958180567323,2025,19.550971428571426,188.64902857142857
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2027,33.92779853922413,2026,19.49462857142857,188.10537142857143
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2028,34.84603951292477,2027,19.438285714285715,187.5617142857143
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2029,35.775390317462694,2028,19.381942857142857,187.01805714285715
UZB,Uzbekistan,Europe,EUR,Sugar -2% by 2030,-0.02,2030,36.71693257760154,2029,19.325599999999998,186.4744
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2024,31.228824828143114,2023,19.579142857142855,188.92085714285716
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2025,32.12030193944487,2024,19.438285714285715,187.5617142857143
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2026,33.01960881096695,2025,19.29742857142857,186.20257142857142
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2027,33.92785387574893,2026,19.15657142857143,184.84342857142857
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2028,34.84613002078028,2027,19.015714285714285,183.4842857142857
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2029,35.77552082979372,2028,18.87485714285714,182.12514285714286
UZB,Uzbekistan,Europe,EUR,Sugar -5% by 2030,-0.05,2030,36.7171063317483,2029,18.733999999999998,180.766
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2024,34.6009696986421,2023,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2025,35.30972656253928,2024,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2026,36.02782389705291,2025,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2027,36.75697538140439,2026,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2028,37.49856118826354,2027,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2029,38.253841403989085,2028,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Constant sugar,0.0,2030,39.02403845739893,2029,73.83,382.89
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2024,34.6009696986421,2023,74.88471428571428,388.3598571428571
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2025,35.30963254650679,2024,75.93942857142856,393.82971428571426
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2026,36.02751088800895,2025,76.99414285714286,399.2995714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2027,36.75635312740998,2026,78.04885714285714,404.7694285714286
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2028,37.49758218135872,2027,79.10357142857143,410.2392857142857
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2029,38.25249631972318,2028,80.15828571428571,415.7091428571428
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +10% by 2030,0.1,2030,39.02235132982693,2029,81.21300000000001,421.17900000000003
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2024,34.6009696986421,2023,74.04094285714285,383.9839714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2025,35.30970775933278,2024,74.25188571428572,385.0779428571429
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2026,36.02776129524411,2025,74.46282857142857,386.1719142857143
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2027,36.756850930605495,2026,74.67377142857143,387.2658857142857
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2028,37.49836538688256,2027,74.88471428571428,388.3598571428571
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2029,38.25357238713589,2028,75.09565714285714,389.4538285714286
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +2% by 2030,0.02,2030,39.023701031884514,2029,75.3066,390.5478
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2024,34.6009696986421,2023,74.35735714285714,385.62492857142854
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2025,35.309679554523036,2024,74.88471428571428,388.3598571428571
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2026,36.02766739253093,2025,75.41207142857142,391.09478571428565
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2027,36.756664254407184,2026,75.93942857142856,393.82971428571426
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2028,37.49807168481112,2027,76.46678571428572,396.56464285714287
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2029,38.25316886185611,2028,76.99414285714286,399.2995714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar +5% by 2030,0.05,2030,39.023194893612896,2029,77.5215,402.0345
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2024,34.6009696986421,2023,72.77528571428572,377.4201428571429
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2025,35.30982057857176,2024,71.72057142857143,371.9502857142857
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2026,36.02813690609684,2025,70.66585714285715,366.48042857142855
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2027,36.75759763539874,2026,69.61114285714285,361.0105714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2028,37.499540195168294,2027,68.55642857142857,355.5407142857143
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2029,38.25518648825496,2028,67.50171428571429,350.0708571428571
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -10% by 2030,-0.1,2030,39.02572558497094,2029,66.447,344.601
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2024,34.6009696986421,2023,73.61905714285714,381.79602857142856
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2025,35.309745365745776,2024,73.40811428571429,380.70205714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2026,36.0278864988617,2025,73.19717142857142,379.6080857142857
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2027,36.75709983220327,2026,72.98622857142857,378.51411428571424
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2028,37.49875698964451,2027,72.77528571428572,377.4201428571429
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2029,38.25411042084231,2028,72.56434285714286,376.3261714285714
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -2% by 2030,-0.02,2030,39.02437588291342,2029,72.3534,375.2322
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2024,34.6009696986421,2023,73.30264285714286,380.15507142857143
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2025,35.30977357055552,2024,72.77528571428572,377.4201428571429
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2026,36.02798040157488,2025,72.24792857142857,374.68521428571427
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2027,36.75728650840158,2026,71.72057142857143,371.9502857142857
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2028,37.49905069171595,2027,71.19321428571429,369.21535714285716
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2029,38.25451394612209,2028,70.66585714285715,366.48042857142855
VCT,Saint Vincent and the Grenadines,Americas,AMR,Sugar -5% by 2030,-0.05,2030,39.02488202118504,2029,70.1385,363.7455
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2024,22.98933625474889,2023,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2025,22.998182805741695,2024,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2026,23.01699230045576,2025,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2027,23.047086239564447,2026,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2028,23.08992563168461,2027,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2029,23.14706740626995,2028,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Constant sugar,0.0,2030,23.220123023757978,2029,35.26,345.27
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2024,22.98933625474889,2023,35.76371428571428,350.2024285714285
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2025,22.998135437233987,2024,36.26742857142857,355.1348571428571
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2026,23.01683097850929,2025,36.771142857142856,360.06728571428573
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2027,23.04675538206557,2026,37.274857142857144,364.9997142857143
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2028,23.089383891518036,2027,37.778571428571425,369.9321428571428
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2029,23.14628519691586,2028,38.282285714285706,374.86457142857137
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +10% by 2030,0.1,2030,23.21908006410826,2029,38.786,379.797
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2024,22.98933625474889,2023,35.36074285714285,346.2564857142857
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2025,22.998173332040153,2024,35.461485714285715,347.2429714285714
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2026,23.016960036066465,2025,35.56222857142857,348.22945714285714
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2027,23.047020068064665,2026,35.662971428571424,349.2159428571428
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2028,23.089817283651286,2027,35.76371428571428,350.2024285714285
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2029,23.14691096439912,2028,35.86445714285714,351.18891428571425
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +2% by 2030,0.02,2030,23.21991443182802,2029,35.965199999999996,352.17539999999997
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2024,22.98933625474889,2023,35.51185714285714,347.73621428571425
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2025,22.99815912148784,2024,35.76371428571428,350.2024285714285
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2026,23.016911639482526,2025,36.01557142857143,352.6686428571428
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2027,23.04692081081501,2026,36.26742857142857,355.1348571428571
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2028,23.08965476160133,2027,36.519285714285715,357.60107142857146
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2029,23.14667630159292,2028,36.771142857142856,360.06728571428573
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar +5% by 2030,0.05,2030,23.21960154393314,2029,37.022999999999996,362.5335
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2024,22.98933625474889,2023,34.75628571428572,340.33757142857144
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2025,22.9982301742494,2024,34.25257142857143,335.40514285714283
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2026,23.01715362240222,2025,33.74885714285714,330.4727142857143
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2027,23.047417097063295,2026,33.24514285714285,325.5402857142857
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2028,23.09046737185114,2027,32.74142857142857,320.60785714285714
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2029,23.14784961562398,2028,32.23771428571428,315.67542857142854
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -10% by 2030,-0.1,2030,23.221165983407612,2029,31.733999999999998,310.743
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2024,22.98933625474889,2023,35.15925714285714,344.28351428571426
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2025,22.998192279443238,2024,35.05851428571429,343.29702857142854
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2026,23.017024564845055,2025,34.95777142857143,342.3105428571428
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2027,23.047152411064218,2026,34.85702857142857,341.3240571428571
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2028,23.090033979717916,2027,34.75628571428572,340.33757142857144
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2029,23.14722384814075,2028,34.655542857142855,339.3510857142857
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -2% by 2030,-0.02,2030,23.220331615687893,2029,34.5548,338.3646
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2024,22.98933625474889,2023,35.00814285714286,342.8037857142857
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2025,22.998206489995546,2024,34.75628571428572,340.33757142857144
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2026,23.017072961428987,2025,34.50442857142857,337.8713571428571
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2027,23.047251668313866,2026,34.25257142857143,335.40514285714283
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2028,23.09019650176787,2027,34.00071428571428,332.93892857142856
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2029,23.14745851094696,2028,33.74885714285714,330.4727142857143
VEN,Venezuela (Bolivarian Republic of),Americas,AMR,Sugar -5% by 2030,-0.05,2030,23.220644503582797,2029,33.497,328.00649999999996
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2024,2.4009381128268004,2023,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2025,2.61351625276502,2024,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2026,2.8536448912462156,2025,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2027,3.1240701788891165,2026,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2028,3.426963869461108,2027,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2029,3.7642134329801316,2028,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Constant sugar,0.0,2030,4.1375766071357845,2029,29.6,247.23
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2024,2.4009381128268004,2023,30.02285714285714,250.7618571428571
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2025,2.613477135549143,2024,30.445714285714285,254.29371428571426
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2026,2.8535125702789585,2025,30.868571428571432,257.82557142857144
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2027,3.123801268817651,2026,31.291428571428572,261.35742857142856
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2028,3.426528556256102,2027,31.714285714285715,264.8892857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2029,3.763593474504578,2028,32.137142857142855,268.4211428571428
VNM,Viet Nam,Western Pacific,WPR,Sugar +10% by 2030,0.1,2030,4.136763311653233,2029,32.56,271.95300000000003
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2024,2.4009381128268004,2023,29.68457142857143,247.93637142857142
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2025,2.613508429321847,2024,29.76914285714286,248.64274285714288
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2026,2.8536184270527727,2025,29.85371428571429,249.3491142857143
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2027,3.1240163968748433,2026,29.938285714285712,250.05548571428568
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2028,3.4268768068201503,2027,30.02285714285714,250.7618571428571
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2029,3.764089441285094,2028,30.10742857142857,251.46822857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar +2% by 2030,0.02,2030,4.137413948039381,2029,30.192000000000004,252.1746
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2024,2.4009381128268004,2023,29.81142857142857,248.99592857142855
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2025,2.6134966941570816,2024,30.02285714285714,250.7618571428571
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2026,2.853578730762589,2025,30.234285714285715,252.5277857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2027,3.1239357238533927,2026,30.445714285714285,254.29371428571426
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2028,3.426746212858628,2027,30.657142857142862,256.0596428571429
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2029,3.7639034537423974,2028,30.868571428571432,257.82557142857144
VNM,Viet Nam,Western Pacific,WPR,Sugar +5% by 2030,0.05,2030,4.137169959394576,2029,31.080000000000002,259.5915
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2024,2.4009381128268004,2023,29.17714285714286,243.69814285714287
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2025,2.613555369980901,2024,28.754285714285714,240.1662857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2026,2.8537772122134832,2025,28.331428571428575,236.63442857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2027,3.1243390889606033,2026,27.90857142857143,233.10257142857142
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2028,3.42739918266615,2027,27.485714285714288,229.57071428571427
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2029,3.7648333914557384,2028,27.062857142857144,226.03885714285713
VNM,Viet Nam,Western Pacific,WPR,Sugar -10% by 2030,-0.1,2030,4.138389902618403,2029,26.64,222.507
VNM,Viet Nam,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2024,2.4009381128268004,2023,29.515428571428572,246.52362857142856
VNM,Viet Nam,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2025,2.6135240762082006,2024,29.430857142857146,245.81725714285713
VNM,Viet Nam,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2026,2.8536713554396798,2025,29.346285714285717,245.1108857142857
VNM,Viet Nam,Western Pacific,WPR,Sugar -2% by 2030,-0.02,2027,3.124123960903436,2026,29.261714285714287,244.40451428571427
